data_id,name,fold_nr,metric,string_encoder,imputer,learning_algorithm,cv_score,fit_time,predict_time
43044,drug-directory,0,neg_log_loss,None,None,DummyClassifier(),-0.8051790138349076,0.008361101150512695,0.005338191986083984
43044,drug-directory,1,neg_log_loss,None,None,DummyClassifier(),-0.8055347033323739,0.009855985641479492,0.007323265075683594
43044,drug-directory,2,neg_log_loss,None,None,DummyClassifier(),-0.8055347033323739,0.00842595100402832,0.00488591194152832
43044,drug-directory,3,neg_log_loss,None,None,DummyClassifier(),-0.8055162806024783,0.008288860321044922,0.004671812057495117
43044,drug-directory,4,neg_log_loss,None,None,DummyClassifier(),-0.8056731183753711,0.007899045944213867,0.0051229000091552734
43508,Anime-Data,0,neg_log_loss,None,None,DummyClassifier(),-1.3001897858092712,0.0015628337860107422,0.0009300708770751953
43508,Anime-Data,1,neg_log_loss,None,None,DummyClassifier(),-1.3002386786810025,0.001878976821899414,0.0010280609130859375
43508,Anime-Data,2,neg_log_loss,None,None,DummyClassifier(),-1.3002386786810027,0.0016891956329345703,0.001058816909790039
43508,Anime-Data,3,neg_log_loss,None,None,DummyClassifier(),-1.2923823486484944,0.0018951892852783203,0.0010519027709960938
43508,Anime-Data,4,neg_log_loss,None,None,DummyClassifier(),-1.294632659857913,0.0016319751739501953,0.0009517669677734375
43579,Crimes-in-Los-angeles-from-2010,0,roc_auc,None,None,DummyClassifier(),0.5,0.015691041946411133,0.004359245300292969
43579,Crimes-in-Los-angeles-from-2010,1,roc_auc,None,None,DummyClassifier(),0.5,0.012121200561523438,0.004517793655395508
43579,Crimes-in-Los-angeles-from-2010,2,roc_auc,None,None,DummyClassifier(),0.5,0.01208806037902832,0.004717111587524414
43579,Crimes-in-Los-angeles-from-2010,3,roc_auc,None,None,DummyClassifier(),0.5,0.012166023254394531,0.004003047943115234
43579,Crimes-in-Los-angeles-from-2010,4,roc_auc,None,None,DummyClassifier(),0.5,0.012212991714477539,0.005366086959838867
43651,Winedata,0,roc_auc,None,None,DummyClassifier(),0.5,0.007580995559692383,0.004744768142700195
43651,Winedata,1,roc_auc,None,None,DummyClassifier(),0.5,0.009135961532592773,0.00445103645324707
43651,Winedata,2,roc_auc,None,None,DummyClassifier(),0.5,0.006701946258544922,0.0043392181396484375
43651,Winedata,3,roc_auc,None,None,DummyClassifier(),0.5,0.006391048431396484,0.00411224365234375
43651,Winedata,4,roc_auc,None,None,DummyClassifier(),0.5,0.0061762332916259766,0.004047870635986328
MET_OBJECTS,MET_OBJECTS,0,neg_log_loss,None,None,DummyClassifier(),-2.306735815878039,0.01575303077697754,0.00958395004272461
MET_OBJECTS,MET_OBJECTS,1,neg_log_loss,None,None,DummyClassifier(),-2.3067393703813313,0.015356302261352539,0.010905742645263672
MET_OBJECTS,MET_OBJECTS,2,neg_log_loss,None,None,DummyClassifier(),-2.3067316704663403,0.015254020690917969,0.010473012924194336
MET_OBJECTS,MET_OBJECTS,3,neg_log_loss,None,None,DummyClassifier(),-2.306661881309426,0.015240192413330078,0.01152801513671875
MET_OBJECTS,MET_OBJECTS,4,neg_log_loss,None,None,DummyClassifier(),-2.306971427991716,0.015172958374023438,0.010344982147216797
