data_id,name,metric,string_encoder,imputer,learning_algorithm,avg_cv_score,fit_time,predict_time
458,analcatdata_authorship,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.16832796371011788,0.19903788566589356,0.011234903335571289
469,analcatdata_dmft,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-6.954943020095047,0.2300055980682373,0.014561843872070313
554,mnist_784,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.2573123249154149,34.28932857513428,0.5385512828826904
1049,pc4,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.939657738095238,0.22662181854248048,0.013578224182128906
1050,pc3,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.8379497648703609,0.2645707607269287,0.013912820816040039
1053,jm1,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.7501868299300302,1.444861888885498,0.040384769439697266
1063,kc2,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.8239659938455117,0.1489415645599365,0.011143779754638672
1067,kc1,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.8303383023673838,0.25280256271362306,0.015006589889526366
1068,pc1,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.845335066757344,0.19180941581726074,0.012688732147216797
1590,adult,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.8893634414434894,10.098557901382446,0.3099701404571533
4134,Bioresponse,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.8767636816938816,1.9681461811065675,0.046782636642456056
1510,wdbc,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9908666035836033,0.17198457717895507,0.010552787780761718
1489,phoneme,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9625282794016397,0.7131495475769043,0.020585346221923827
1494,qsar-biodeg,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9321261019353532,0.21641087532043457,0.013619184494018555
1497,wall-robot-navigation,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.04796035883481994,0.8875328063964844,0.023164939880371094
1501,semeion,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.5325291874722395,0.3202532768249512,0.016559648513793945
1480,ilpd,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.7574728248363967,0.15610594749450685,0.014339447021484375
1485,madelon,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.7797381656804734,1.9527278423309327,0.022478628158569335
1486,nomao,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9930236730737049,11.539239358901977,0.3473817825317383
1487,ozone-level-8hr,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9102923467688206,0.5021604061126709,0.015000057220458985
1468,cnae-9,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.3248253139027619,0.40689592361450194,0.015664052963256837
1475,first-order-theorem-proving,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-1.7985909654177026,1.535099983215332,0.030057764053344725
1462,banknote-authentication,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9999245038826574,0.17715201377868653,0.011621427536010743
1464,blood-transfusion-service-center,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.6771331105541631,0.14446845054626464,0.011852025985717773
4534,PhishingWebsites,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9953099204439283,2.9275330543518066,0.10216541290283203
6332,cylinder-bands,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.864558105825053,0.33292927742004397,0.019595766067504884
1461,bank-marketing,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9044449821371655,10.058332204818726,0.24435343742370605
4538,GesturePhaseSegmentationProcessed,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.9550723026905599,3.149393177032471,0.041596269607543944
1478,har,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.13185028910087104,12.244154739379884,0.043401336669921874
23381,dresses-sales,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.5925287356321839,0.30067882537841795,0.019066476821899415
40499,texture,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.14272044886203267,1.4140869140625,0.022755002975463866
40668,connect-4,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.4764724396058727,35.30553283691406,1.0759710311889648
40966,MiceProtein,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.33020572659927605,0.4146831512451172,0.013593244552612304
40982,steel-plates-fault,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.6803211929523945,0.4307257175445557,0.016406440734863283
40994,climate-model-simulation-crashes,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9175058979820886,-0.18316364288330078,-0.34151458740234375
40983,wilt,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9857096701494287,0.3916166305541992,0.017008495330810548
40975,car,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.06692477493649379,0.24247846603393555,0.018110084533691406
40984,segment,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.2107229324904484,0.355117654800415,0.021126317977905273
40979,mfeat-pixel,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.2487204619732827,0.4362541675567627,0.016884851455688476
40996,Fashion-MNIST,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.3894345233568499,66.52210764884948,0.596778154373169
41027,jungle_chess_2pcs_raw_endgame_complete,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.43932029168165476,1.7034708499908446,0.1139376163482666
23517,numerai28.6,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.5161950297559645,31.374307250976564,0.47892260551452637
40923,Devnagari-Script,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.9013812861107618,91.02751092910766,1.6791491508483887
40927,CIFAR_10,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-1.6704039486778697,197.37875618934632,1.0411847591400147
40978,Internet-Advertisements,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.9779882197666655,44.92873682975769,1.3413869380950927
40670,dna,neg_log_loss,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),-0.2134035859695967,3.3288790702819826,0.13824462890625
40701,churn,roc_auc,MinHashEncoder(),SimpleImputer(strategy='most_frequent'),RandomForestClassifier(),0.908438111005107,0.6558173656463623,0.027179622650146486
